"","garrett_67","garrett_53","garrett_47","garrett_50","garrett_60","garrett_76","garrett_51","garrett_61","garrett_96","garrett_35","garrett_34","garrett_95","garrett_49","garrett_39","garrett_85","garrett_57","garrett_89","garrett_38","garrett_68","garrett_62","garrett_66","garrett_41","garrett_71","garrett_70","garrett_78","garrett_40","garrett_45","25617X23","25617X24","25617X25","25617X26","25617X27","25617X28","25617X29","25617X30","25617X31","25617X32","25617X33","25617X34","25617X35","25617X36","25617X37","25617X38","25617X39","25617X40","25617X41","25617X42"
"Pseudomonas sp. MRSN 12121",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0.000681328863815987
"Pseudomonas sp. B21-040",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. LBUM920",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105023593550291,0,0,0,0,0,0,0,0,0,0,0.000269556673616736,0.000412186712336954,0,0,0
"Pseudomonas sp. FP1740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000157535390325437,0,0,0,0.00894070524282956,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. R4-39-08",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014709848243399,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Pseudomonas sp. TUM22785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106322465405328,0.000105023593550291,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas sp. P9_31",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas extremorientalis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0.000159483698107992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas kurunegalensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas canavaninivorans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudomonas luteola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000186025399908103,0,0,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0.00016578936461226,0,6.13972667164803e-05,0,0,0,0,0
"Pseudomonas quebecensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Stutzerimonas sp. R40042",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00225703065047623,0,0,0,5.70810139414668e-05,9.30126999540517e-05,0,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Marinobacter sp. LQ44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pasteurella skyensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00156829534137869,0,0,0,0.00149378585086042,0,0,0,0,0,0,0,0,0,0.000399567097590268,0,0.00019400919021534,0,0,0.000436092601979736,0.000117560686295774,0,0,0,0.00101530917010321,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Shewanella alkalitolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pseudoalteromonas sp. DL-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000808400902175407,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0.000134778336808368,0,0,0,0
"Pseudoalteromonas sp. JC3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00150403080255084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agarivorans sp. TSD2052",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,4.85022975538351e-05,0,0,0.000166130515039899,5.87803431478872e-05,0,0.00178814104856591,0,0,0,0,0,0,0,0,0,0,0
"Idiomarina sp. X4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio sp. 16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000124597886279925,0.000176341029443662,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio sp. ED004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio sp. HDW18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0,0,0.000106322465405328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio cidicii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vibrio gallicus",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,9.70045951076702e-05,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0.000285416636935767,6.13972667164803e-05,0,0,0,0,0
"Vibrio pomeroyi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0,0.000117560686295774,0,0,0,0,0,0.00016578936461226,0,0,0,0,0,0,0
"Photobacterium sp. GSS17",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,4.85022975538351e-05,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Salinivibrio proteolyticus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. SWBY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245164137389983,0,0,0,0,0,0,0.000412186712336954,0,0,0
"Acinetobacter sp. NCu2D-2",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0,0,4.85022975538351e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. YH16056_T",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. ACNIH2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,6.22989431399623e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. Z1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000262558983875728,2.07663143799874e-05,0,0.00848478677730828,0.0250339746799228,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Acinetobacter sp. NEB149",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Acinetobacter lanii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0.0031561671506123,0,0,0,0,0,0,0,0
"Acinetobacter equi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,5.31612327026639e-05,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acinetobacter cumulans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cobetia sp. 4B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Vreelandella piezotolerans",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0107288462913955,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Marinomonas foliarum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,4.85022975538351e-05,0.000106322465405328,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0.000245589066865921,0,0,5.62695853325448e-05,0,0
"Litorivicinus lipolyticus",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000285405069707334,0,0.000145506892661505,0,0.000157535390325437,2.07663143799874e-05,0,0,0,0,0.000338436390034402,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Xanthomonas axonopodis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228324055765867,0,0,0,0,0,0,0,0.00178814104856591,0,0,0.00105205571687077,0,0,0,0,0,0,0,0
"uncultured Methylophaga sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coxiella burnetii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0.000212644930810656,0,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,5.62695853325448e-05,0,0
"Kangiella aquimarina",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.87803431478872e-05,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Candidatus Liberibacter solanacearum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,2.07663143799874e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bradyrhizobium sp. 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000214402257226964,0
"Bradyrhizobium australafricanum",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mesorhizobium sp. 131-2-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00105205571687077,0,0,0,0,0,0,0,0
"Brucella melitensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000784147670689344,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bartonella krasnovii",0,0,0,0,0,0,0,0,0,0,0,0.00245694208987494,0,0.00156829534137869,0.044762757385855,0,0.0166223404255319,0.00149378585086042,0,0.00145938530690873,0,0,0,0,0.0013910333987119,0,0,0,0,4.85022975538351e-05,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0.000285416636935767,0,0,0,5.62695853325448e-05,0,0
"Bartonella bacilliformis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,5.25117967751455e-05,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bartonella elizabethae",0,0,0,0,0,0,0.00657591898467811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bartonella clarridgeiae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,4.85022975538351e-05,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bartonella alsatica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0,0,0.000291013785323011,0,0,0.000353027344459786,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0.000168808755997634,0.000214402257226964,0
"Qingshengfaniella alkalisoli",0,0,0.00401558045215436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sphingomonas alpina",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000279038099862155,0,0.000106322465405328,5.25117967751455e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000681328863815987
"Sphingobium sp. AP49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0.00298757170172084,0,0,0,0,0,0,0,0,0,0.000627891153356135,0.00334845719834586,0.000339516082876846,0.00026580616351332,0.00131279491937864,0.000186896829419887,0.000646583774626759,0.0390300191756181,0.0286102567770546,0.0809041653386943,0,0.0252493372048984,0.00049736809383678,0.000285416636935767,0,0.000808670020850209,0.00216398023976901,0.000337617511995269,0,0.00953860409342381
"Sphingopyxis sp. USTB-05",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,5.25117967751455e-05,0,0,0,0,0.0343229792345976,0.000169218195017201,0.0115726128855784,0.00016578936461226,0,0,0.000269556673616736,0,5.62695853325448e-05,0,0
"Sphingopyxis alaskensis",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000799134195180536,0.00232531749885129,0.00126105973639971,0.000531612327026639,0.000735165154852038,0.000249195772559849,0.000411462402035211,0.0576965500856963,0.105500321865389,0.0539361102257962,0,0.0273534486386399,0,0.0017124998216146,0,0.000943448357658577,0.00175179352743206,0,0.000214402257226964,0.00613195977434388
"Sphingorhabdus lutea",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0.000106322465405328,0,0,0,0,0,0,0.000338436390034402,0.0031561671506123,0,0,6.13972667164803e-05,0,0,0,0,0
"Erythrobacter neustonensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,5.25117967751455e-05,0,0,0,0,0.00245164137389983,0,0,0,0,0,0,0,0,0,0.000681328863815987
"Aurantiacibacter gangjinensis",0,0,0,0,0,0,0,0,0,0.000502975097702913,0,0.00245694208987494,0,0,0,0,0,0.00149378585086042,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0.000291013785323011,0,0,2.07663143799874e-05,0,0,0.00178814104856591,0,0,0.00105205571687077,0,0,0,0,0,0,0,0
"Komagataeibacter oboediens",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0.000339516082876846,5.31612327026639e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Parasaccharibacter apium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0.000122794533432961,0,0,0,0,0
"Rickettsia montanensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsia typhi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106322465405328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rickettsia endosymbiont of Oedothorax gibbosus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,4.85022975538351e-05,0.00026580616351332,0,0,0,0,0,0,0,0,0,0,0.000122794533432961,0,0,0,0,0
"Wolbachia endosymbiont (group A) of Anomoia purmunda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anaplasma centrale",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ehrlichia muris",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Candidatus Pelagibacter sp. FZCC0015",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25117967751455e-05,6.22989431399623e-05,5.87803431478872e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polynucleobacter sp. KF022",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0.000145506892661505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00136265772763197
"Polynucleobacter sp. AP-Kolm-20A-A1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,0,0,0
"Polynucleobacter sp. HIN9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000186025399908103,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Polynucleobacter sp. TSB-Sco08W16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,9.70045951076702e-05,0,0,0,0,0,0,0,0,0,0,0.000285416636935767,0,0,0,0,0,0
"Burkholderia metallica",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000106322465405328,0,0,0,0.00169695735546166,0.0125169873399614,0.00490328274779965,0,0.00420822286748306,0,0,0,0,0,0,0,0
"Paraburkholderia sp. PGU19",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00323457109587269,0,0,0,0,0,9.30126999540517e-05,0,0,0.000262558983875728,0,0,0.00169695735546166,0,0,0,0,0,0,0,0,0,0,0,0
"Mycoavidus sp. SF9855",0,0,0,0,0,0,0,0,0,0,0,0.00245694208987494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0.000519157859499686,0.000235121372591549,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hydrogenophaga sp. PAMC20947",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000372050799816207,0,0,0,2.07663143799874e-05,0.000117560686295774,0,0,0.00490328274779965,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Neisseria brasiliensis",0,0,0,0.0604473100947008,0,0.0332391557254446,0.0131518379693562,0,0.00276182059213433,0.00150892529310874,0,0.00491388417974988,0,0.00627318136551475,0,0.176197341021945,0,0,0.00150403080255084,0,0,0.0325520833333333,0.00323457109587269,0.0270843678057148,0.00417310019613571,0,0,0.000970377237004936,0.00353448259825397,0.00858490666702882,0.0235504260872801,0.00614388022269203,0.0305472484529615,0.0121087506884648,0,0,0.00245164137389983,0,0,0.00182368301073486,0.000285416636935767,0.000920959000747205,0.00202167505212552,0.00072132674658967,0.000787774194655627,0.00321603385840446,0
"Chromobacterium rhizoryzae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deefgea piscis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013910333987119,0,0,0,0,0,5.31612327026639e-05,5.25117967751455e-05,4.15326287599748e-05,0,0.00169695735546166,0,0,0,0,0,0,0.000184191800149441,0,0,0,0,0
"Flavobacterium praedii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000171243041824401,0,0,0,0.000105023593550291,2.07663143799874e-05,0,0,0,0.00735492412169948,0,0,0,0,0,0,0,0,0,0
"Myroides profundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269556673616736,0,0,0,0
"Nonlabens tegetincola",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,2.07663143799874e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cellulophaga sp. HaHa_2_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Christiangramia flava",0,0,0,0,0,0,0,0,0.00138091029606717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,9.30126999540517e-05,9.70045951076702e-05,0.000159483698107992,0.000157535390325437,6.22989431399623e-05,5.87803431478872e-05,0,0,0,0.000338436390034402,0,0,0,0.000491178133731843,0,0,0.00011253917066509,0,0
"Mesoflavibacter sp. SCSIO 43206",0.00162129736214919,0,0,0.00503727584122507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0.000279038099862155,0,0,5.25117967751455e-05,0.000186896829419887,0.000470242745183098,0,0,0,0.000169218195017201,0,0,0,6.13972667164803e-05,0,0.000103046678084239,5.62695853325448e-05,0,0
"Apibacter sp. B2966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145938530690873,0,0,0,0,0,0,0,0.000114162027882934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apibacter sp. ESL0432",0,0,0,0,0,0.0166195778627223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000114162027882934,0,0.000145506892661505,0,0,0,0,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Blattabacterium sp. (Blattella germanica)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31612327026639e-05,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Treponema sp. B152",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0.000744257257837295,0.000157535390325437,0.000145364200659912,5.87803431478872e-05,0,0,0,0.000507654585051603,0,0,0,0,0,0,0,0,0
"Borreliella yangtzensis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000235121372591549,0,0,0,0.000169218195017201,0,0,0,0,0,0,0,0,0
"Campylobacter sp. RM12175",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0.000584773559729303,0.000210047187100582,0,5.87803431478872e-05,0,0,0,0,0,0,0,0,0.000134778336808368,0,0,0,0
"Arcobacter porcinus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149209191286183,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,0,0,0,4.15326287599748e-05,0.000117560686295774,0,0,0,0,0,0,0,6.13972667164803e-05,0,0,5.62695853325448e-05,0,0
"Sulfurospirillum barnesii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.70810139414668e-05,0,4.85022975538351e-05,0.000106322465405328,5.25117967751455e-05,6.22989431399623e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helicobacter heilmannii",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000676872780068804,0,0,0,0,0,0,0,0,0
"Helicobacter sp. NHP19-003",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.30126999540517e-05,0,0,0,4.15326287599748e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
